RecordSequence,eqid,EQID,MW,Depth,STAID,T0.01s,T0.02s,T0.022s,T0.025s,T0.029s,T0.03s,T0.032s,T0.035s,T0.036s,T0.04s,T0.042s,T0.044s,T0.045s,T0.046s,T0.048s,T0.05s,T0.055s,T0.06s,T0.065s,T0.067s,T0.07s,T0.075s,T0.08s,T0.085s,T0.09s,T0.095s,T0.1s,T0.11s,T0.12s,T0.13s,T0.133s,T0.14s,T0.15s,T0.16s,T0.17s,T0.18s,T0.19s,T0.2s,T0.22s,T0.24s,T0.25s,T0.26s,T0.28s,T0.29s,T0.3s,T0.32s,T0.34s,T0.35s,T0.36s,T0.38s,T0.4s,T0.42s,T0.44s,T0.45s,T0.46s,T0.48s,T0.5s,T0.55s,T0.6s,T0.65s,T0.667s,T0.7s,T0.75s,T0.8s,T0.85s,T0.9s,T0.95s,T1s,T1.1s,T1.2s,T1.3s,T1.4s,T1.5s,T1.6s,T1.7s,T1.8s,T1.9s,T2s,T2.2s,T2.4s,T2.5s,T2.6s,T2.8s,T3s,T3.2s,T3.4s,T3.5s,T3.6s,T3.8s,T4s,T4.2s,T4.4s,T4.6s,T4.8s,T5s,T5.5s,T6s,T6.5s,T7s,T7.5s,T8s,T8.5s,T9s,T9.5s,T10s
31,4,202007270850,3.4,7,"DBVB",0.0396139084634463,0.0394773501779008,0.0396118192420865,0.0403620972577743,0.0399434755683186,0.0400378327012972,0.0401110162896733,0.0408438587872637,0.0406062026776942,0.0400883085296733,0.0405833270957938,0.0404403544039411,0.0402238421397217,0.0400782066943265,0.0406386103471505,0.040380339542358,0.040542214821585,0.041685793635185,0.0419448623504639,0.040890497991979,0.0411154389698649,0.0415296269307992,0.0412885255507972,0.0413066874843392,0.041648966599463,0.0413846728821429,0.041697433956243,0.0433742906593973,0.0417148044943739,0.0449319627189138,0.0466940109523709,0.0487633813648025,0.0498979228481167,0.0495616750463725,0.0553215282580585,0.0588185482577678,0.0605768324423073,0.0609124828772246,0.0638751263829064,0.069733307479671,0.0751571085189419,0.0876842137656287,0.100295080386808,0.0999544248154891,0.0981547030232906,0.107066634165313,0.124347766744245,0.131949232421649,0.141528331348879,0.141252509771553,0.125635781092568,0.120874146352103,0.109513079256655,0.112115193792336,0.116841863601563,0.139076593534645,0.15356320118686,0.131203314842164,0.119402337110588,0.108273897415929,0.107726904374203,0.102695212350889,0.0864917429177909,0.0658695728575842,0.056934017455427,0.0574102776036257,0.0516686549103663,0.0512653222368986,0.0506492540781017,0.0554970262758045,0.050027789034514,0.0421076629147134,0.033068096776871,0.0286370526402932,0.0270784118311642,0.0264931325419513,0.0222058299501187,0.0178922399419169,0.0148442673892569,0.0155672511810246,0.0172808155335465,0.0190511350866096,0.0204547622287297,0.0178025635016638,0.015601854158083,0.0131487396707313,0.0119974818590895,0.0109062567696009,0.00885959225354744,0.0075791994873833,0.00713864459471294,0.00643767144108624,0.00576556315509958,0.00529234332925448,0.00509955919654486,0.00398516563465675,0.00319890194077391,0.00276678078889783,0.00223305507155653,0.00182891604644182,0.00155625505463341,0.00140561148473092,0.00124650258084449,0.00107500463661864,0.000893854908806795
32,5,202007270915,3.1,6,"DBVB",0.0314881531897871,0.0318053242800262,0.0327360622294324,0.0332926496945743,0.0362835094538451,0.0360606190437364,0.0363757318598965,0.0382101199413297,0.0362342166850533,0.0367684912277634,0.0363902718535374,0.0345746620356582,0.034030854612071,0.0336436688080168,0.0328617781087976,0.0337170992847139,0.0376735240379067,0.0366548550817664,0.0352701972962229,0.0344371151141712,0.0337791333621246,0.0364882763593237,0.0356131762405248,0.035698801607056,0.0350268119008968,0.0345999050998016,0.0338716650974476,0.0380996060937908,0.0398893643344766,0.0364098309685717,0.0374525926349136,0.0459973065033639,0.0465124578851434,0.0498522154647313,0.0514334168990621,0.0498292101610399,0.0498641455215248,0.0561578139987002,0.0590405459893522,0.0659707975594429,0.0711696614599352,0.0866546637691827,0.106392229110045,0.105219581518387,0.0920505249418938,0.100690404741673,0.114861426465634,0.12515605715089,0.130622732053751,0.123188699089939,0.0979357912888239,0.095552414399433,0.0889835352335986,0.0834650623756461,0.0860525973419673,0.0952487474269126,0.0963550530710433,0.0829848190036323,0.076329434071704,0.0664832584363922,0.0635723648109334,0.0690634736960132,0.0589743029413045,0.0435697713238945,0.0362569357306608,0.0352502418677737,0.0304065232496518,0.02992119017243,0.0328103631473776,0.0346401606695299,0.0305943103808704,0.0253484916744256,0.0199462880304645,0.0169108861914054,0.0151895057098519,0.0145856874381478,0.0118769560263668,0.00948996455732098,0.00882266618546067,0.00872944007240704,0.00932993020680798,0.0102450418529316,0.01103933158065,0.00974460673479581,0.00875884816821251,0.00738863266947999,0.00677692613329848,0.00627909634496527,0.00534137535140584,0.00452200723663844,0.00403265769001243,0.0036848876571899,0.0034819866273008,0.00310615186964441,0.00285324622851886,0.00243440060016362,0.0019816192668772,0.00154708015366561,0.00123598066531542,0.00113988029225505,0.00108710124974812,0.000982812916448785,0.000829024619984814,0.000696644117270613,0.000593430504918412
33,6,202007272316,3.3,6,"DBVB",0.0328379858224213,0.0327321853934029,0.0329258356055167,0.0329840898808886,0.0332573180561366,0.0331413808836111,0.0332756327285803,0.0334233910342558,0.0335202736395767,0.0332078197813915,0.0333660069913514,0.033657818625711,0.0337027508652589,0.033713828750016,0.0334942262940142,0.0334253212221116,0.0327811808503607,0.0333881278541284,0.034208043906722,0.034104969679366,0.0341871461051986,0.0342482246313851,0.034105161225381,0.0342637283801921,0.0351853318945254,0.0353314619918029,0.03521281781231,0.0374638591932821,0.0418682787088226,0.0451708929489486,0.046203511073347,0.0444377713301228,0.0441511366471682,0.0463419260313041,0.0456257511507711,0.0526944982189211,0.0583507701848439,0.0629441465259991,0.0730263418621165,0.0707398185161043,0.083223641773793,0.0990006610067322,0.122062859971492,0.113743043737747,0.112440757526463,0.117935788418764,0.117505696165318,0.123311377366334,0.126506415657155,0.119783945250763,0.122156575310796,0.118228289966551,0.109329442661152,0.101037090499987,0.0913451020912634,0.0794304620348055,0.0812798232224717,0.0874860911187519,0.0842927268774492,0.0848871845382454,0.0841588827195138,0.0822034851494904,0.0787672718049383,0.0609119080004193,0.0509176681913994,0.0452207198241221,0.0396072063484867,0.0406136784662402,0.0399976019445361,0.0426020461247647,0.0338932410772603,0.0264831025801755,0.022425955196029,0.0170878904117628,0.0165595619612057,0.0145432661214181,0.0129215518309078,0.0107936846561652,0.00920989588743402,0.00904157746144475,0.00948456609090284,0.0103376440279221,0.0119545896792516,0.0105736443181497,0.00972139913228569,0.0081789509810444,0.00756714001209416,0.00718425065826764,0.0066417569228941,0.00615679964581942,0.00574913022633786,0.00523275502659888,0.00460113494198409,0.00414446452004384,0.00386016802769286,0.00296407714785449,0.0022651272717756,0.00188165643680609,0.00148807409435972,0.00116092963718241,0.00107482031324987,0.00100307181113617,0.000867319585335336,0.000719491103750704,0.000612687854520118
34,8,202007280125,4.1,6,"DBVB",0.153770701304261,0.153941616414874,0.153793222528379,0.154395741308351,0.153751217211632,0.153235327056929,0.153952988386892,0.15464660491119,0.155037204257516,0.154470672675079,0.154063041636451,0.154313427812021,0.154454179668758,0.154531680295318,0.155351664917706,0.15627641398907,0.155048679838527,0.153953545407019,0.155308234931236,0.156504912848452,0.157846518219001,0.155849240484223,0.157091322057127,0.159379043490471,0.160439249738409,0.161731717103687,0.164166932325564,0.173858854867314,0.183718904746628,0.178003950586907,0.1720084622759,0.165994329774648,0.172194266305657,0.180060821218358,0.178207652953524,0.18580303095256,0.174513158887746,0.184721726433729,0.22586747541745,0.258753561574409,0.271113992082968,0.273727321696068,0.390268557467651,0.394543350974878,0.381918542318859,0.348355063166447,0.403090999746096,0.417287775274334,0.402384681705416,0.407315390857427,0.394864924627512,0.405217043155939,0.422476069691248,0.440013759469848,0.459561368212351,0.510215353771042,0.550180312773077,0.552074202274945,0.431805549415521,0.394779015203433,0.378302639685458,0.379197816581636,0.34414294744527,0.271702419811638,0.212716487141595,0.200319047778695,0.191512220604966,0.181614650423891,0.184619070247065,0.230531353227155,0.206018194794964,0.189961124650328,0.154345149100691,0.133087583960133,0.132081470319218,0.144814330651343,0.130714409002727,0.111674777335627,0.0825181507192042,0.0864056325098405,0.0942194196700261,0.105512072489744,0.119640563322238,0.111840358115718,0.100993540221699,0.084768306940882,0.0769136102545503,0.0698178600883136,0.0610592588690041,0.0550934369623453,0.0512201486609497,0.0468369152230036,0.0419665154010269,0.0398802400314127,0.0376743086133963,0.0288594465401665,0.0240138727268097,0.0206036534352023,0.0172847118934431,0.0145736802968538,0.0124826777626541,0.0106494147119232,0.00883121070666275,0.00757238261598654,0.00686611784556711
35,10,202007281107,3.3,10,"DBVB",0.036741950266196,0.0372915753061222,0.0377879006676838,0.0397122219688782,0.0390488912566072,0.0393093811552258,0.0410351279985797,0.040401123945432,0.0391940237732772,0.0423367986040162,0.0420910865255971,0.0387166703149797,0.0384255904905712,0.0391073095712694,0.0398930933639844,0.0399080457682785,0.0395637808511305,0.0425986203900684,0.0413701743270827,0.0405833441090409,0.0399156894757536,0.040009289607018,0.0392167246929016,0.0378397234237718,0.0363587422275294,0.0397291484935251,0.0415912002998694,0.0489334662731615,0.047227425906344,0.0497965371434923,0.0486701834719588,0.0501440547598752,0.0478184842721596,0.0509835238017736,0.0603995591082127,0.0618268999589015,0.0667097252201694,0.0712478101793061,0.0759953563364341,0.0752980474109593,0.0872425789084022,0.0986935618332768,0.116598874564742,0.106402034831595,0.101898555786427,0.105706937832968,0.108715648815558,0.116099854681915,0.125009630578359,0.131589444022146,0.111630429630561,0.0949750095135192,0.0960469244346957,0.0963857804910553,0.0948956796040638,0.0910430933537978,0.0974465021339772,0.0958645968397943,0.0778295523041277,0.085892059537177,0.0871881774821732,0.08473705298078,0.0759839538441063,0.0521388384951194,0.0428834193504006,0.0418482284023731,0.038956753149603,0.0379773205564502,0.0382123994488232,0.04004948890057,0.0352370854365916,0.0284082920584776,0.0237567946145668,0.0183638335274771,0.0174047013292871,0.0173239314093856,0.014426636740685,0.0113838433375544,0.00939854574948603,0.00941705843479019,0.0108627998005979,0.0122096589245771,0.013402875834263,0.0117419468130761,0.0102730325221717,0.00879587914833377,0.00813282414041316,0.00748552667658672,0.00619116768442081,0.00531841639007994,0.00483826245685836,0.00442311624434747,0.00382807382816332,0.00348292139889582,0.00335868632979318,0.00270856623896196,0.00221275784901502,0.00181591652280541,0.00151988079684378,0.00141325503480545,0.00130735998255063,0.00106654823028127,0.000880496633730383,0.000760067064920409,0.000647444849382034
36,11,202007281326,3.3,10,"DBVB",0.0289465445871203,0.0290709866778522,0.029246988872316,0.0299785548226562,0.0297631007283852,0.029384320807567,0.0293545229047962,0.0300053254787775,0.0298654400924751,0.0292336915558665,0.0292827868473469,0.0293062711802743,0.0293779041650482,0.0293381413321805,0.0294302913801098,0.0296233698236094,0.0301372388805305,0.0305348153048904,0.0299581088959017,0.0297351926138962,0.0294811376374769,0.0302668916538685,0.0307838656486548,0.0313125862326185,0.0305075226359689,0.0293349865210837,0.0302019681110827,0.0326586635772384,0.0368948885098931,0.0413882697065912,0.0418249474823567,0.0381485739932834,0.0369711112388317,0.0424934914093529,0.0468855864193896,0.0509325152982271,0.055998745333433,0.0694655926689148,0.0759104296925917,0.0880647099682636,0.0922579948341505,0.0988896740827643,0.108461538211357,0.0979457671436382,0.0999121160973,0.111619307882939,0.112612165979384,0.110658324005392,0.117786207409169,0.11921728579299,0.125152366702799,0.111526756426091,0.101003473416403,0.0938080773462649,0.0862849945305522,0.0752740636303572,0.0788371573293449,0.0865385493373843,0.0801375896490798,0.0759962879756448,0.0774164183334349,0.0775427858468349,0.0716067650558189,0.0565886208572541,0.0485526172361234,0.0418354851866601,0.0385093893210118,0.0395451664666883,0.039448438783586,0.0398709629699568,0.0321236778656072,0.0238627460791332,0.0215807498925569,0.0173903429369751,0.0175616686324573,0.0146544283191016,0.0123814598154864,0.0102667333930337,0.00871475484567845,0.00861251663330099,0.00879925538003626,0.00993625566114978,0.0111088256157374,0.00973808242067599,0.00896493694451455,0.00783809807813802,0.0073326018462007,0.00669655325887116,0.00623925521959144,0.00587272191359663,0.00555726653982715,0.00497539868656335,0.00424435838574957,0.00368825950709897,0.00347290390191318,0.00291668190848702,0.00235028021083635,0.00188761994765355,0.00161063770526446,0.00135736995853777,0.00123370040476318,0.00109446747017198,0.000899470087995823,0.000805320135739292,0.000710541001663244
37,12,202008031015,3.4,6.6,"DBVB",0.0397662581756938,0.0396158137382934,0.0403020074809618,0.0422192762617512,0.044050555980641,0.0458554451517953,0.0491897115001406,0.0586553668943099,0.0612526233715425,0.0703561174769749,0.0634396361453418,0.0529474514572856,0.0500072029099159,0.0490026235457195,0.04495148026518,0.0434047935025963,0.0433941848075987,0.0418482545271582,0.0413883061826901,0.04080044614921,0.0390922219858115,0.0412528954256052,0.0416552796529613,0.0418723811977353,0.0427089816126211,0.0439358152606746,0.0441259525106373,0.0484039408818757,0.0492601906488405,0.0544132294998651,0.0542409582089861,0.0526637931965523,0.0531160887842105,0.0550208352806173,0.0631711945677258,0.0705805766760532,0.0757360688887121,0.0778776946966111,0.0806510934970949,0.0789499960249148,0.0918357947414851,0.0982426983791824,0.0912199950367968,0.0996205676867186,0.107701428047517,0.110840728911961,0.103597213538336,0.115279227519151,0.131444808065316,0.163853370514233,0.162760052639807,0.132161802377989,0.115051679447883,0.110586887616281,0.105906566144409,0.114526082144579,0.119719867156939,0.113018581435608,0.100097017238251,0.0890917027686638,0.0890540314938552,0.0948018105779755,0.0910240572082612,0.0647594101426824,0.0489381805713043,0.0459007953340432,0.0454870153541832,0.0437485914181876,0.0443189105631728,0.0466241290319695,0.0392537994241289,0.0341527745431089,0.0262064967089309,0.0198867503152424,0.0204119682470372,0.0197125062604771,0.0163328979682984,0.014024449343556,0.0140437521201653,0.01492427462936,0.0156527123860525,0.0167686949697803,0.0175921698547472,0.0144200491185333,0.0119134516476279,0.0101583483590953,0.00973079037709711,0.00964355015178063,0.00917108722522028,0.00780659343648657,0.00706361738554722,0.00626379329279707,0.00537888626001965,0.00495713350336948,0.00437590209261128,0.00316413466854764,0.00281609514011089,0.00220749700655812,0.00164765372606009,0.00137522166232167,0.00125194239885343,0.00102530699984857,0.000858776098503152,0.000724189220189292,0.000663582084103991
38,13,202008062328,3.3,10,"DBVB",0.0293699761216701,0.0294252393465544,0.0296070750918286,0.0299379259253147,0.0302891694600174,0.030140584722163,0.0302545640677754,0.0298956914493828,0.0295568027821826,0.0293671442049741,0.0297286453973777,0.0299399925767102,0.0299046520015425,0.0298392621428737,0.0301022803607206,0.0299235512769561,0.0306425875243317,0.0299428133038936,0.0302455257624556,0.0306228806811521,0.03064481924309,0.0315444545183759,0.031867919900322,0.0321337158268526,0.0331304455144576,0.0334124879885582,0.0328296874181036,0.0331622658447165,0.0367720692964956,0.0418228464745961,0.0417805647534248,0.0422207804916511,0.0408762677075504,0.0401733944923017,0.0428155822048572,0.046255269175053,0.0492591792257004,0.052248259597132,0.0663820859362202,0.0830789454707141,0.0843508481275324,0.092524871585232,0.104408861579738,0.0932105887423684,0.0895139923377041,0.0892074041659487,0.109955322791725,0.114851083266683,0.118561445337897,0.127859945694829,0.126440206298869,0.115181879252932,0.103086498353625,0.095344590252522,0.0834603785773619,0.0659729225761046,0.0602055013297573,0.0499646086328718,0.0499503829540135,0.0560509588116907,0.0536443124911828,0.0455247463950873,0.039371962124397,0.0392666521468531,0.0334699201485378,0.034352633075981,0.0323397165378646,0.0279075358168109,0.030465336950874,0.0276341305289493,0.0197286983281123,0.0184733713467407,0.018101814880034,0.0164295301290253,0.0167242829298728,0.0178945010366735,0.0175174758198632,0.015908137527768,0.00993486360514155,0.00888605656157898,0.00938895242181752,0.0103432876458007,0.0102249401100901,0.0094633649388338,0.00953843250098842,0.00832120610671085,0.00803368032900344,0.00779380880097165,0.00707806514419047,0.006141820613224,0.00527972116486175,0.00433299497546733,0.00378278278538272,0.00349885360404865,0.00338034854257764,0.0028381949499978,0.00207631598203064,0.00161220409260657,0.00147529877595358,0.00125804484003644,0.00103056770653937,0.000824885663192586,0.000683844891948817,0.000587605530132347,0.000528577397307486
39,14,202008170113,4.4,6.9,"DBVB",0.21981011321206,0.21945405983065,0.21971215827806,0.223081409409486,0.223380740363766,0.222214466645789,0.218896242627116,0.219805507229159,0.220861754295269,0.220594870227381,0.221172011970338,0.221950856352977,0.222004534516022,0.221544242559789,0.220472209375967,0.220914340715492,0.218103503090187,0.22029879036398,0.223759493107721,0.22367780419631,0.222393228776426,0.22465663817983,0.226057150003506,0.228364981911652,0.2321392360138,0.235809714757685,0.235432181743385,0.230921819686947,0.230917098548688,0.235979449786371,0.245715741425106,0.261922695355662,0.275274260340804,0.273628838269234,0.290190501971453,0.335663101088172,0.33655401820213,0.329558042145721,0.410331715795092,0.440789261964759,0.455033670966661,0.500880101010806,0.614716047940621,0.649582189798651,0.654730516365996,0.581061429938834,0.658321139220845,0.699495224142963,0.749567968068873,0.884286076570409,0.903784016770911,0.843150334429209,0.702221361898472,0.668703968534955,0.684990975143971,0.795808824369361,0.823739695692684,0.722509661503054,0.583095028464879,0.506378540782104,0.469460433041014,0.479616156335882,0.516779280384808,0.426004374461583,0.338535524189972,0.334108065136434,0.327616055263476,0.349973656468308,0.357864426679223,0.328756079594073,0.270153489797606,0.232767560068982,0.200199456703962,0.1501037713226,0.140547221006564,0.119471526330343,0.101492812817177,0.0907436690154132,0.0836594032859248,0.0798341248420812,0.0864026125523342,0.0967882754706978,0.105982742515939,0.0897342849995113,0.0791942649799559,0.0697057458991586,0.0630709026502124,0.0569962492241899,0.0488772426923377,0.0416141697183904,0.038806958996061,0.0366539574198191,0.0338279596278865,0.0314261146540234,0.0312386811012589,0.0261355874341604,0.0198394137123228,0.015828481694588,0.0141170783375248,0.0123747533402808,0.0106479607434879,0.00894489561307041,0.00743821963083291,0.00627512275698926,0.00529318756656962
40,2,202007270514,5,7,"HBVB",6.70853203614058,6.6551275340916,6.65931981106716,6.66539767370868,6.67864036796446,6.68462148693857,6.69044168084953,6.70027116785906,6.70388459085939,6.71585023644653,6.72420879470343,6.73537233613236,6.73761102220631,6.74085158979962,6.76291144943694,6.78704198532235,6.83739463457081,6.92212621916066,6.92806930789313,7.04226616500341,7.10441970086412,7.31507177661485,7.19951675182905,7.54450041926566,7.9422608559846,7.88007111903355,8.08936333438788,8.12684112299592,8.0136703013219,9.20030023337177,9.18847631776478,9.70875129241765,9.85882202378558,10.216116890947,10.7217675164748,12.1932290783313,11.5426232648087,12.3526867529928,17.836975099645,18.9449178015163,21.8454552731759,24.5748814418761,29.5887377535246,31.5646734539079,32.3941716481524,34.7146067606176,32.1917167784115,28.5609318475282,24.3716625211166,17.1632356047265,13.4734515668178,11.9478884665573,9.48994787087842,9.31244392505485,9.46664822181802,9.41252077637244,8.25082898754694,7.41874127892907,6.48281463735291,5.25145582490787,4.90564344400014,4.67206617637467,5.23962575835855,5.98577835699114,6.22152029618433,5.94470241610583,5.59985109268611,5.83288752480435,6.43246224977973,5.75349311096447,4.85082643964386,5.47953698168013,5.58314702439954,4.92292115144867,4.62914085365214,4.85799132247191,5.22083736282159,5.4966967403905,5.94880790493801,5.93964582128755,5.71574360958239,5.39628706801466,4.92589307444897,4.13880398498889,3.31386236311526,2.83683951112116,2.65186979006151,2.50293704178655,2.24876213706185,1.97126939130525,1.67536429453985,1.42764238157522,1.2378513211621,1.06815465352259,0.950852763032881,0.73300210326918,0.615579439254979,0.498107956605656,0.427211454879038,0.374010000436815,0.326827210248849,0.284077635566016,0.246133537745482,0.213306404320555,0.185405576627757
41,3,202007270537,3,7,"HBVB",0.124724117043926,0.123387978960891,0.123100013987052,0.125149442586677,0.125425128087781,0.125307577620608,0.125743468962719,0.125616690397211,0.126134632496013,0.127148016252578,0.128957111695285,0.131527125410861,0.13181995539898,0.131903924089799,0.132118009315458,0.131818957163055,0.134323805750793,0.13955996571346,0.149796451462988,0.153911514719727,0.155022654940864,0.156822177888043,0.167756586620773,0.161155666019372,0.165553946687743,0.174723957192087,0.202382458526331,0.230342435539865,0.23314635712185,0.220188258281881,0.211789313750514,0.220698272314989,0.25820756396618,0.312446070308218,0.365815923103384,0.350315639442948,0.401494279414246,0.377543955916155,0.45018359782027,0.492304690626969,0.491319158190128,0.462214048874169,0.438828015751018,0.471903359849716,0.501630837911327,0.538639918669822,0.407030826135541,0.354137550672635,0.300840327095774,0.212446300668664,0.152967323444438,0.125719152832411,0.112021632910615,0.112153538377975,0.110930908840049,0.095192252117595,0.0818017896783273,0.0600559658086628,0.0459397225512487,0.0416596307404376,0.0399793328683236,0.0371619792277918,0.0309787414433547,0.0303894149257595,0.0251149842654708,0.0204981475862962,0.0179369777365668,0.0171741723810458,0.0200875692283716,0.0180612523739793,0.0162578024833643,0.014714587508092,0.0125554964104394,0.010940720107919,0.00949259473563175,0.00939684963933803,0.0100195348944524,0.0100292685411431,0.00980016575595916,0.00950249108474064,0.00896445711199988,0.00842306201959384,0.00739907313440632,0.00573416826064859,0.00487464932807606,0.00407596385713957,0.00384536538662474,0.00373226773595496,0.00353220622768217,0.00300994370609642,0.00234510806440371,0.00196016390768585,0.00176818440215402,0.00155679327795698,0.0014098806426049,0.00144981017062651,0.00129200872562657,0.000840334717196076,0.000683732491551307,0.000559258796621606,0.000493762549298581,0.000493873599204275,0.000429623288455678,0.00040020437561748,0.000336006274222014
42,4,202007270850,3.4,7,"HBVB",0.228329719762337,0.225297867212502,0.225579637170436,0.225784242394078,0.227321923820657,0.227912519757807,0.228605865335488,0.230522083488234,0.231676509073418,0.235210927180305,0.236594380305145,0.233014343311324,0.232239302659142,0.233747265248626,0.236701422766544,0.240082429673155,0.245217705729503,0.261387597923892,0.283361912751622,0.288995334940787,0.295836053108175,0.287733431462544,0.298529674867929,0.350240603333348,0.412391497445793,0.439199687007585,0.422106292946901,0.374110159707392,0.437537792802522,0.550445577226463,0.589719703433233,0.635895456840436,0.533354064447359,0.549592918127991,0.624321721632871,0.674106780593908,0.603201727989123,0.593501809641393,0.638798121733713,0.695223137776714,0.835506720515862,0.90736686870552,1.07158619841122,1.09446918166086,1.05748001243884,0.818538900628607,0.515454792241678,0.429209248645311,0.357247455430452,0.279752639124598,0.2335227736818,0.214733328284354,0.199701934543947,0.193222173411739,0.182376185086989,0.167125696991759,0.146207881908872,0.131224831236587,0.100291165121733,0.0902612528786014,0.0818566936200197,0.0736385192918518,0.0883492176655586,0.0734738998516188,0.0776915290000671,0.0652970342966565,0.0544467052688539,0.0531792626758975,0.0626211880869637,0.0606036885966807,0.0502377631381907,0.0456695910570347,0.0492116749442399,0.0479686815601745,0.0444034608386718,0.0455067150824536,0.0472902574776235,0.0454429268159193,0.0458190388445813,0.0416254959761984,0.0390649537694473,0.0377629493093543,0.0331737859940246,0.0278913190882012,0.0224245667648541,0.0184440573547519,0.0172927808327359,0.0165385384609585,0.0147421857135689,0.0128838228779167,0.0111027916461064,0.00948006960017835,0.00817026888813765,0.00703182829080993,0.00614599358136631,0.00499043688686355,0.0040700993529142,0.00321432931177318,0.00259063381477684,0.00233404692263806,0.00195967528323933,0.00156770039773858,0.00132315153155591,0.00119523798279396,0.0010939470412784
43,5,202007270915,3.1,6,"HBVB",0.304730685299526,0.30094836713793,0.301723962276526,0.302705467731219,0.304293009842075,0.304431724312494,0.305376877289591,0.306329908129427,0.306994002259609,0.308997755387805,0.308968322748755,0.311553267702933,0.314015225883397,0.315802820724446,0.316241920446494,0.314005297267726,0.320914352231881,0.3321571383629,0.345840675074031,0.352642880731693,0.348679307267204,0.362097766106842,0.382331110075283,0.407178963189544,0.421557124573477,0.423742186755886,0.418507158309653,0.430230786799467,0.530354994598521,0.589075945567019,0.607098302208283,0.628931415714258,0.577668975420941,0.58844447419187,0.676418501533039,0.697439861064595,0.65238834868756,0.592390421840191,0.772867906544538,0.99621976418946,1.17471467472128,1.3026539285978,1.49989663201653,1.48144237092647,1.37988180028851,1.1880978621419,0.868723373884899,0.717910928761468,0.59838615632367,0.446855461161178,0.327015420842737,0.280714220971016,0.246957503036652,0.231650351471106,0.21407318399414,0.181846389752548,0.160673012097973,0.137081684103063,0.0943726091956369,0.0766538873054342,0.070980631862467,0.0670469938874508,0.0659541465075688,0.0620543635043845,0.0655260923731597,0.0549387931978795,0.0446855153998581,0.0449627708632253,0.0419115764496154,0.037633429513638,0.0313481847975342,0.0298550705021978,0.0275513938439506,0.0257784675846261,0.0237710903030896,0.0250408936938166,0.0255377521813375,0.0240034417249732,0.0241255929795052,0.0224287485720473,0.0216538507046511,0.0207074744447387,0.018212517502053,0.0151497866597072,0.0123883923732599,0.0102080253560143,0.00969359866762543,0.00929210758408255,0.00838879973793787,0.0075626923013033,0.00661510016366552,0.00553082670779939,0.00481292688431051,0.00409775454340252,0.00341718524584403,0.00278677240774447,0.00238592273839493,0.00196134155820631,0.0014876334016336,0.00118589048687338,0.00108005536049614,0.00101904451105766,0.000922905321605189,0.000808063466997833,0.000702664399930245
44,6,202007272316,3.3,6,"HBVB",0.13389064109101,0.132912323353889,0.133120743024168,0.134238746801039,0.133991901209244,0.134944364174284,0.135419140152802,0.135269407614401,0.136231545704773,0.135383647304485,0.134562721268462,0.136883446004332,0.1393605508465,0.141627276237718,0.144628457626691,0.146430612385308,0.148120279652863,0.154642570003787,0.159514073425814,0.164866645646881,0.173149903506349,0.17454186231462,0.182127186598018,0.195087467326585,0.210102971151048,0.220919624145045,0.225496976257179,0.235532890839938,0.28001127788572,0.343565390886366,0.356631310264388,0.361363744830067,0.373688118035153,0.378913708735201,0.395028865277724,0.437690534985539,0.424471759039889,0.432109543024678,0.454506989663921,0.519188716767181,0.519597380102178,0.536668291337007,0.550525606141319,0.520863764726817,0.610132502963029,0.590192841421305,0.452010421799206,0.418747097474731,0.354226927141228,0.273734391972447,0.245025563244162,0.207411486641468,0.159293588742566,0.139128609961387,0.130363479760242,0.111566322825704,0.101659925518097,0.0980714541983937,0.0792837345135689,0.0642959596312236,0.057582350858444,0.0510099395878513,0.053094489064795,0.0517156416687539,0.0500374971052764,0.0513410169369686,0.0479746780469194,0.0458948217385031,0.0475968530465744,0.0384161723231743,0.0356956668248987,0.0335783191851041,0.034661168641922,0.0318983917041496,0.0273535883385982,0.0254586039853965,0.0256251550583828,0.0255513797234434,0.0263979209702827,0.0275208149344766,0.0272521547830792,0.0260394213894585,0.0218683532645318,0.0179599240850269,0.0140497649982521,0.0120070206548192,0.0115029280826125,0.0116024751725002,0.0101980467511189,0.00896785344661185,0.00767417920129434,0.00646918456638458,0.00553757978981302,0.00456924402336669,0.00390326326933671,0.00293862704678986,0.00246281878208377,0.00212418059508991,0.00179925024125352,0.00155268255488662,0.00131447909587228,0.00108670665311308,0.000888993058479799,0.000752091470821392,0.000673600373725782
