,EQID,STAID,MW,H_km,evlat,evlon,stlat,stlon,0.1 hz,0.105263157895 hz,0.111111111111 hz,0.117647058824 hz,0.125 hz,0.133333333333 hz,0.142857142857 hz,0.153846153846 hz,0.166666666667 hz,0.181818181818 hz,0.2 hz,0.208333333333 hz,0.217391304348 hz,0.227272727273 hz,0.238095238095 hz,0.25 hz,0.263157894737 hz,0.277777777778 hz,0.285714285714 hz,0.294117647059 hz,0.3125 hz,0.333333333333 hz,0.357142857143 hz,0.384615384615 hz,0.4 hz,0.416666666667 hz,0.454545454545 hz,0.5 hz,0.526315789474 hz,0.555555555556 hz,0.588235294118 hz,0.625 hz,0.666666666667 hz,0.714285714286 hz,0.769230769231 hz,0.833333333333 hz,0.909090909091 hz,1.0 hz,1.05263157895 hz,1.11111111111 hz,1.17647058824 hz,1.25 hz,1.33333333333 hz,1.42857142857 hz,1.49925037481 hz,1.53846153846 hz,1.66666666667 hz,1.81818181818 hz,2.0 hz,2.08333333333 hz,2.17391304348 hz,2.22222222222 hz,2.27272727273 hz,2.38095238095 hz,2.5 hz,2.63157894737 hz,2.77777777778 hz,2.85714285714 hz,2.94117647059 hz,3.125 hz,3.33333333333 hz,3.44827586207 hz,3.57142857143 hz,3.84615384615 hz,4.0 hz,4.16666666667 hz,4.54545454545 hz,5.0 hz,5.26315789474 hz,5.55555555556 hz,5.88235294118 hz,6.25 hz,6.66666666667 hz,7.14285714286 hz,7.51879699248 hz,7.69230769231 hz,8.33333333333 hz,9.09090909091 hz,10.0 hz,10.5263157895 hz,11.1111111111 hz,11.7647058824 hz,12.5 hz,13.3333333333 hz,14.2857142857 hz,14.9253731343 hz,15.3846153846 hz,16.6666666667 hz,18.1818181818 hz,20.0 hz,20.8333333333 hz,21.7391304348 hz,22.2222222222 hz,22.7272727273 hz,23.8095238095 hz,25.0 hz,27.7777777778 hz,28.5714285714 hz,31.25 hz,33.3333333333 hz,34.4827586207 hz,40.0 hz,45.4545454545 hz,50.0 hz,100.0 hz
0,202007280125,BKVB,4.1,6.0,20.934,104.735,22.15,105.856,0.000571424821517,0.000624192525892,0.000648059472716,0.000647141180989,0.000678257690821,0.000799901922828,0.000921497664899,0.00107665490093,0.00126297758387,0.00152179015993,0.00182257244542,0.002022761678,0.00241784618941,0.00268758449263,0.00286286503655,0.00315092840266,0.00376775332832,0.00464766727224,0.00527890784474,0.00597792838322,0.00763136865248,0.0104950149014,0.0133287331874,0.0162213485418,0.0183848014973,0.0208834769532,0.023495659668,0.0309053460071,0.0337467843913,0.0370526019517,0.0418922218618,0.0435690396863,0.0564803099467,0.0685702089223,0.0708036725543,0.0736594184099,0.0726962064511,0.06017515008,0.0563959189432,0.0511387737095,0.0512170382023,0.0722107744034,0.0888079411139,0.085471020329,0.0816338379629,0.0766933896818,0.0760569334459,0.0964432167883,0.123601638633,0.144713887363,0.17039939472,0.167883718194,0.157639048974,0.14233083176,0.14860132936,0.144842032836,0.13847194786,0.124955433072,0.108365992505,0.0989052329011,0.113171605834,0.116206218488,0.10652854775,0.126984055299,0.141924733229,0.158972476653,0.179744632245,0.208673325418,0.208265261752,0.178375986333,0.151296085218,0.179445195315,0.197721817856,0.250154354978,0.278147867749,0.278395962325,0.282084702217,0.233631553621,0.170201831997,0.191509445909,0.216994681256,0.220092708127,0.192368128982,0.159186833365,0.147026679318,0.205676395172,0.239092275703,0.252093955916,0.310782995649,0.250501445205,0.228039545047,0.238957279878,0.227347131974,0.206815359355,0.183632087807,0.177870375924,0.185008794987,0.166252894713,0.117254158584,0.111160794941,0.114571733865,0.102336001139,0.090805853035,0.0906798469533,0.081036948203
1,202007280500,BKVB,3.0,7.2,20.932,104.691,22.15,105.856,6.71577147229e-05,7.67788326475e-05,8.81600121332e-05,0.000107234592686,0.000113925075184,0.000134305839957,0.000120407267968,0.000114944670192,0.000164489353392,0.000163593322688,0.000223673376246,0.000232384558555,0.000242400161723,0.000249170295989,0.000281126832437,0.000346782906704,0.000300843666263,0.000315439370048,0.000304199086157,0.000273275825044,0.000287909343518,0.000361965564726,0.000495057780393,0.000543466914743,0.000558912057704,0.000625177476398,0.000703947252122,0.000963431681013,0.000848158097866,0.000800200153652,0.00101690807462,0.00128658936528,0.00136652765121,0.00180391330235,0.00232836081014,0.00274148471397,0.00279820923564,0.00230358322686,0.00213543439454,0.0020864775533,0.0023555464366,0.00336097054838,0.00372832420517,0.00344833232335,0.00408089857188,0.00455566126882,0.00420475439739,0.0035614926457,0.00527746801521,0.00603949888213,0.00671204857471,0.00655519406059,0.00611728226635,0.00575329643999,0.00514573746374,0.00490310492719,0.00576806030547,0.00587298539104,0.00560852145863,0.00827301906218,0.0108718623476,0.0119292855967,0.0127683404092,0.0124327450638,0.0137030993931,0.0141005728955,0.0117950393611,0.0164155782851,0.0150748517367,0.013089972304,0.0133065448278,0.019103552498,0.0199511482421,0.0174107312602,0.0172063333797,0.0188471571356,0.023928554522,0.0293656937378,0.0384149289727,0.0417727340489,0.0433110890489,0.0401351324948,0.0398563880261,0.0467276845249,0.0548585081936,0.0596222264488,0.0700463084162,0.0801245526825,0.092265241613,0.0896856792342,0.0856684330293,0.080889431253,0.073344450155,0.0660147622196,0.064859256626,0.0752605704768,0.0673049544096,0.070409121228,0.0739692863249,0.0580571142271,0.0598002456448,0.0548990187338,0.045490443537,0.04011554871,0.0203347262918
2,202007281328,BKVB,3.3,6.1,20.925,104.716,22.15,105.856,4.9369855316e-05,4.72515710688e-05,6.23947440202e-05,7.17290927335e-05,8.21369313276e-05,6.43228170351e-05,8.01059901781e-05,8.09650403177e-05,9.61364878299e-05,9.63247928474e-05,0.000129891134862,0.000154363086007,0.000161882626787,0.000168283957086,0.000168912831853,0.000181143453783,0.000194730033622,0.000221852518283,0.000239028886786,0.000250683012327,0.000267663456732,0.000270321534155,0.000324553747613,0.000340762209976,0.000358942657195,0.000442509284729,0.000417799559744,0.000303853177593,0.000395730987117,0.000489778284638,0.000599336921515,0.000719154404106,0.000717898479844,0.000724832177076,0.00065277871483,0.000671558400955,0.000731376987165,0.000755315792469,0.00068423109844,0.000727543679143,0.00083018509091,0.000997854731261,0.001177441676,0.00119393771301,0.00140411828054,0.00161978986693,0.00235043905503,0.00303424317902,0.00391792926252,0.00513048668569,0.00575031891154,0.0052292477969,0.00482544204358,0.00547411219704,0.00606188894647,0.0062266836041,0.00610291998116,0.00572659829278,0.005779558564,0.00811484857294,0.0101147022124,0.0108582429697,0.010815087883,0.0117634155138,0.0147898395841,0.0176589730296,0.020622073279,0.0299975212301,0.036005470406,0.0427805289445,0.0486037118699,0.0541424147027,0.071050304217,0.0827448567991,0.085743970348,0.0890926537126,0.0990697187786,0.0863807904805,0.0832247101744,0.111624560512,0.16302269595,0.199123190097,0.220507274042,0.184332693675,0.209114345582,0.230270113813,0.227964932671,0.218749399736,0.242265549865,0.338029460325,0.328498987266,0.30844506144,0.308990357481,0.311405410635,0.31996419016,0.289836627142,0.257084085477,0.25169437187,0.170588316513,0.154572965238,0.140703779305,0.126971840786,0.10522078462,0.105601564928,0.0944278968056
3,202008041525,BKVB,3.0,10.1,20.928,104.686,22.15,105.856,7.48058498795e-05,5.2698330056e-05,4.56254325319e-05,5.04984414968e-05,8.1035148297e-05,0.000106399543848,8.29509891338e-05,0.000109538062157,0.000132530770788,0.000123239782089,0.000164175696968,0.000145081220277,0.000175673597416,0.000223584605112,0.000204751691813,0.000235648503448,0.000284295703858,0.000275712800494,0.000312600972397,0.000345840674778,0.000336875693349,0.000384617437096,0.000440930821816,0.000506106639144,0.000537516640552,0.000584290050928,0.000660689480501,0.000729379334648,0.000788879868778,0.000841423448841,0.000890497417635,0.00094428369589,0.000981915640772,0.000985676069754,0.00100464217711,0.000963705003932,0.000858321079544,0.000786738408687,0.000809044421474,0.000817357918554,0.000853744966885,0.000875140203201,0.000901679009851,0.000923668027224,0.00103250041101,0.00114158777216,0.00141088226829,0.00148386735736,0.00127959006831,0.00112959354751,0.000981256575084,0.000917088194712,0.000924540668276,0.000927549550241,0.000953685149845,0.000986114466781,0.00101261466579,0.00101657473187,0.0010112425471,0.000994419801452,0.00100184674984,0.00106810374967,0.00111813257578,0.00106066540102,0.00105456011492,0.00106917068103,0.00107912437875,0.00107450847782,0.00101006831696,0.000945136801029,0.0011557713277,0.00130308352006,0.0013209514808,0.00125726926288,0.00142066084807,0.00146107602145,0.0013522397681,0.00145631422059,0.00135058998765,0.00139607078855,0.0013593670078,0.00132578504182,0.00146801611085,0.00179913854544,0.00200608914954,0.00202722635405,0.00202936161548,0.00221856672132,0.00234997605072,0.00229749892789,0.002427011667,0.00248317897847,0.00264513200793,0.00283373155346,0.00352995954931,0.00370525878765,0.00488503129415,0.00505448045411,0.00492319052206,0.00496564672708,0.00485377762695,0.00410056024827,0.00453130887374,0.00335648593958,0.0027597041323
4,202008170113,BKVB,4.4,8.1,20.903,104.739,22.15,105.856,4.96478045903e-05,4.95992214991e-05,5.67776442676e-05,7.28867850464e-05,8.35520084664e-05,9.56018165421e-05,9.01772525209e-05,0.000105234409883,0.000110699276951,0.00012437197644,8.69958171882e-05,9.11214814064e-05,0.000102456688518,9.77866172398e-05,0.000125300246952,0.000139376842928,0.000122908418897,0.000137521781998,0.000167884480202,0.000204968262404,0.000218505130248,0.000244054243852,0.000246087912666,0.00025736437805,0.000239633338146,0.000271249435234,0.000342546670415,0.000444218188724,0.000470926083452,0.000458014985239,0.000597991751901,0.000643743061585,0.000787721295928,0.000916483717248,0.00101348428912,0.00109784306222,0.00126033923424,0.00151041570986,0.00171731644711,0.00199004256199,0.00223619706459,0.00244993561445,0.00293367463665,0.00326607725345,0.00371707017851,0.00405341458135,0.00523901237444,0.00672260204935,0.00800425423402,0.00873945403878,0.00952166328116,0.00991710560184,0.0103529164474,0.0116286206471,0.0131956260538,0.0151752571431,0.0166699720672,0.0168957751927,0.0172906970617,0.0182367495563,0.0246432869667,0.0295115214759,0.0370161765429,0.0536199345361,0.0595655293414,0.0627782753079,0.0696982934424,0.136008416782,0.173126213804,0.170489249223,0.166359760133,0.181404163561,0.199253018677,0.192502174064,0.153526019763,0.14302023477,0.216551700012,0.332746041214,0.303653616045,0.311268631698,0.274444269403,0.263701583981,0.271647595023,0.28552552691,0.257866903919,0.29494711458,0.305385376362,0.321458519166,0.379868465038,0.60948429758,0.772506187225,0.739527576577,0.665206291991,0.625202006697,0.627831285106,0.482815921643,0.338328579659,0.326433669286,0.28425064152,0.241041521925,0.231195319931,0.217295719465,0.187724156174,0.170649491501,0.152935121266
5,202007281326,CBVB,3.3,10.0,20.933,104.719,22.6598,106.271,8.03675789731e-05,8.8939802122e-05,0.000105472939743,0.000122876671974,0.000128455823423,0.000130653482892,0.000128037702097,0.000158012110371,0.000240890789777,0.000307511626664,0.000321540640157,0.000354120903728,0.000417279782654,0.000466765168221,0.000451500902533,0.000472639641837,0.000497107096164,0.000416873596141,0.00041547239337,0.000412733083734,0.000448021197824,0.000528071589508,0.000559526195586,0.000782398395069,0.0010007601086,0.00115813033677,0.00130444184928,0.00131101401971,0.00183324998164,0.00232743353198,0.00274188196346,0.00289751427292,0.00319333921388,0.00345577090851,0.00339192087955,0.0034877257516,0.00428299033154,0.00559784078255,0.00587136564509,0.00739702247751,0.00905751146143,0.010604687142,0.0132727625727,0.0157214524959,0.0181609099189,0.0195057860344,0.0240710490826,0.0278430748432,0.0336989891077,0.0328202456003,0.0299004525285,0.029490515636,0.0304135610058,0.0337029188542,0.0331607864865,0.030032210615,0.0292227461221,0.0287549856783,0.0277743187687,0.0255108692839,0.0232865957283,0.0211837380215,0.0209785329994,0.0188701886454,0.0181504106526,0.0181877763549,0.0191380838423,0.018614336287,0.016185099458,0.0141256854209,0.0166186414016,0.0194474524519,0.0182263415036,0.0203692869674,0.0187343296067,0.0207097955527,0.0177738699254,0.0195583586433,0.0195022438143,0.0221092999739,0.0196156867853,0.0164346453065,0.0160402048251,0.0188254682082,0.0196717414023,0.0194328201679,0.0183680005589,0.0136302393922,0.0108369414797,0.0123781213598,0.0124858356783,0.0125105349519,0.0124819494115,0.0123303094202,0.0113929711389,0.0107432927536,0.0104774975771,0.010489032628,0.0103521978841,0.0108105965441,0.0111045579018,0.0108099929954,0.0104234054937,0.0105747983276,0.0110858891196
6,202007270537,CCVB,3.0,7.0,20.941,104.701,19.0485,104.877,6.15821334568e-05,6.59329769188e-05,7.04772330417e-05,7.29098762511e-05,0.000104371757334,0.00013307234288,0.000132952456071,0.000121798214116,0.000135653036815,0.000163771911349,0.000231228007403,0.000275653397762,0.000331396699794,0.000404643708824,0.000476714499243,0.000535088065014,0.000586944296517,0.000649859531826,0.000659636574725,0.0006572101069,0.000589549274087,0.000572143295508,0.000580803519974,0.00060761030461,0.000705538209927,0.000721975424059,0.000929197978127,0.00105061800932,0.00124839415027,0.0011010298157,0.00119263522614,0.00125829544872,0.00145492759201,0.00248120351526,0.0033079767627,0.00261086014385,0.00192807918479,0.00193631066762,0.00179909406184,0.00172369129169,0.00201384451698,0.00234567026198,0.00207041355203,0.00223513171327,0.0027277787049,0.00305684725922,0.00330267922193,0.00283741294759,0.00260009290245,0.00225209398991,0.00229977071557,0.00223533968151,0.00211786615805,0.00273445625976,0.00295212811194,0.00326418062952,0.0039491928799,0.00396607604803,0.00424066855162,0.00510917967572,0.00610551701753,0.00655826278197,0.00772368072873,0.00884705400614,0.00873001614674,0.00970524413844,0.0116210625898,0.0103169536025,0.0089801169128,0.00856876011391,0.00934481460129,0.00870532396036,0.00929698063634,0.00941369869614,0.0090330113008,0.00938666999262,0.00739260834452,0.00775978080674,0.00970463896304,0.0102894319237,0.00993621237,0.00826953910643,0.00875878833088,0.0101133244323,0.00828422952688,0.00686191714991,0.00646621794944,0.00518485152636,0.00503515910493,0.00595689277034,0.00609121056961,0.00596387515708,0.00556173524985,0.00509255824332,0.00493268418955,0.00586437401345,0.00629519406211,0.0060797287123,0.00534175024342,0.00453388825931,0.00500409113899,0.00449779049436,0.00447242465735,0.00428804747891,0.00521197756631
7,202007272316,DBVB,3.3,6.0,20.919,104.731,21.39,103.018,0.000144631262025,0.000172721394642,0.000188746362274,0.000168470535376,0.000177706183754,0.000163292150295,0.000174704086276,0.000220204047639,0.000201589903313,0.00032521024036,0.000313990828076,0.000394328091888,0.000415419021946,0.000529061433281,0.000645870626082,0.000632617479097,0.000750474838341,0.000847052389393,0.000842682193598,0.000874317727478,0.00104555475922,0.0012713905473,0.00178731778935,0.00237848125085,0.00244680711621,0.00257788049493,0.00409802506416,0.00485684390546,0.00572462154746,0.00674774194014,0.00855482413957,0.0106851825686,0.0127527902482,0.0143384206459,0.012449980104,0.00932515319672,0.0108652692271,0.00976889548585,0.0107452619847,0.0115299459946,0.0109779531446,0.0116239374966,0.0138008417975,0.0150206572742,0.0162218348447,0.0175076717701,0.0233687109238,0.0333504068417,0.0449785113923,0.0473667290136,0.0443554218773,0.0444203066637,0.0459187871414,0.0468699168958,0.0408211449737,0.0332594423441,0.026771008906,0.0246658476389,0.0230329592788,0.02382596914,0.0270106091245,0.0304672491774,0.0340587479189,0.0413532895389,0.047324188594,0.0482112970952,0.0578912325663,0.0679976194155,0.0662902359578,0.0527843599316,0.0400689310425,0.0487254041274,0.0526040605615,0.0649383269128,0.060798388443,0.0545980983603,0.0449424815535,0.0334681410213,0.0324703978591,0.0313003441867,0.0351287535416,0.0340836094024,0.027712130122,0.0242183005031,0.0233948975342,0.0257018640288,0.0251380130418,0.0254902920199,0.02381245541,0.0225200951446,0.0229766290695,0.0241167195533,0.0241127303603,0.0237489539105,0.0228462081936,0.0226579675251,0.0219854538302,0.0223704995116,0.0228985250323,0.0231528998531,0.0230368834728,0.0225115029396,0.0215282618114,0.0230951472649,0.0212833075653
8,202007281107,DBVB,3.3,10.0,20.923,104.701,21.39,103.018,0.000117738968959,0.000136550409837,0.000189912333247,0.000212094163755,0.000166955927082,0.000191396231352,0.000183908695987,0.000192829046329,0.000270541532989,0.000259457023497,0.000310427251583,0.000318442051959,0.000412394568023,0.000544368305907,0.000707843813382,0.000807272557573,0.000737394855221,0.00101833087174,0.00108879218784,0.00115366057258,0.00140386153696,0.00173182898855,0.00196868248648,0.00209355723543,0.00207717173773,0.00204286317548,0.00252924634349,0.00419968380414,0.00556499766036,0.00755449053184,0.00944519692663,0.0127056827987,0.01479303043,0.0151717872589,0.0138114896397,0.011728464653,0.0117109803799,0.0105558143986,0.0110318851192,0.0131746559153,0.0127686719916,0.0131532755859,0.0155947629799,0.0163497696211,0.0181912773785,0.0196759065602,0.0246653678329,0.0333447054373,0.0442717682985,0.0455996891169,0.0438147000946,0.0411698163466,0.0421790406653,0.0411059609452,0.0339833343856,0.0282188264944,0.0247437037961,0.022716432084,0.0220327867837,0.0240636904025,0.0227156993789,0.0210177640288,0.021393929385,0.0281990014301,0.0339454714499,0.03794272639,0.045656492895,0.0587448952323,0.0603940856799,0.0543303262504,0.0501089909633,0.0572334116069,0.0623091514335,0.0662833905662,0.0600886190273,0.0530461548843,0.0399029253035,0.0432420399911,0.0394034196182,0.0401587117402,0.0389698782302,0.0385753864391,0.0376676273412,0.0352939881084,0.0305541209937,0.0286738865689,0.0275730456993,0.0240461317339,0.0208107381309,0.0211889010726,0.0209427186626,0.0207059394541,0.0206713357495,0.0207050340175,0.0211251016626,0.0218356802655,0.0191388142321,0.0183191952383,0.0179637111936,0.0181998774359,0.017396388592,0.0188144235067,0.0368307455903,0.0807164451454,0.0181344060789
9,202008041525,DBVB,3.0,10.1,20.928,104.686,21.39,103.018,0.00012703738746,8.58484708037e-05,8.10694904943e-05,9.85655898591e-05,0.000155309036492,0.000184491810192,0.000132841128172,0.000183611066724,0.00024348719723,0.000217843617552,0.000317924854184,0.000283872837672,0.000330796164587,0.000422088006703,0.000393268895271,0.000430699818323,0.000556777240594,0.000521494463097,0.000592354111766,0.00068984919997,0.000695183211432,0.000877454844651,0.00103934961617,0.00119804605506,0.00127169801917,0.00133082566136,0.00137261666461,0.00139584229415,0.00151443483873,0.00168067956601,0.00183162247215,0.00188936400355,0.00178532413832,0.00155394255904,0.00151495842931,0.00165211384963,0.00145538375418,0.00134184435645,0.00137250048866,0.00136681720506,0.00133448977249,0.00135826001595,0.00140240513635,0.00128564254458,0.00124474804203,0.00124581552397,0.00127039763331,0.00130857299862,0.0013551732519,0.00136744649749,0.00133857795872,0.00132365524036,0.00132238724745,0.00130959900303,0.00122023671447,0.00115639118625,0.00116799369007,0.00115769721317,0.0011595488,0.00123185027355,0.00117785488325,0.00114849080505,0.00113998508912,0.00122794119037,0.00127816028212,0.00138010983353,0.00177598845277,0.0021287482505,0.00214507560374,0.00200212677031,0.002077229686,0.00198184733089,0.00199134158623,0.00195695801094,0.00187854209747,0.00190937891205,0.00216150072103,0.00285405790223,0.00279283512447,0.00243041235245,0.00253048623847,0.00201759733774,0.00207917914377,0.00204857269233,0.00208818008432,0.00240840774606,0.00258796871411,0.00283373825151,0.00317031276639,0.002432187402,0.00263730166431,0.00281359452663,0.00296094779745,0.00314341249061,0.00335370203937,0.0037602070208,0.00389704824201,0.00350607830704,0.0036361779789,0.00324724666089,0.00312873605438,0.00405897468589,0.00354478630741,0.00433640251867,0.00360670298848
