,eqid,evla,evlo,evdp,sta,stla,stlo,dis,mag
317,20140626124410,21.249,102.872,0.300,TGVB,21.592,103.418,68.1666154474,4.1
318,20140626124410,21.249,102.872,0.300,VR18,20.956,105.492,274.138747684,4.1
319,20140626124410,21.249,102.872,0.300,VR23,20.662,105.094,240.052343486,4.1
320,20140629045112,22.640,102.269,3.900,MLAV,22.042,103.154,112.677800103,3.9
321,20140629045112,22.640,102.269,3.900,TGVB,21.592,103.418,165.893655845,3.9
322,20140719121457,21.585,103.985,0.000,TGVB,21.592,103.418,58.722131067,4.7
323,20140719121457,21.585,103.985,0.000,VR09,21.456,106.152,224.965537615,4.7
324,20140719121457,21.585,103.985,0.000,VR17,21.006,105.553,174.875205149,4.7
325,20140719121457,21.585,103.985,0.000,VR08,21.518,106.222,231.833436681,4.7
326,20140719121457,21.585,103.985,0.000,VR06,21.622,106.373,247.301107254,4.7
327,20140719121457,21.585,103.985,0.000,VR05,21.674,106.447,255.074219477,4.7
328,20140719121457,21.585,103.985,0.000,HBVB,20.842,105.328,161.890317321,4.7
329,20140719121457,21.585,103.985,0.000,VR01,21.916,106.745,287.837908413,4.7
330,20140719121457,21.585,103.985,0.000,VR15,21.110,105.700,185.503193397,4.7
331,20140719121457,21.585,103.985,0.000,VR18,20.956,105.492,171.202799819,4.7
332,20140719121457,21.585,103.985,0.000,VR11,21.352,105.999,210.322590529,4.7
333,20140719121457,21.585,103.985,0.000,VR13,21.223,105.853,197.791408854,4.7
334,20140719121457,21.585,103.985,0.000,VR04,21.736,106.543,265.292949649,4.7
335,20140719121457,21.585,103.985,0.000,VR14,21.166,105.774,191.24456799,4.7
336,20140719121457,21.585,103.985,0.000,VR02,21.863,106.673,279.797052047,4.7
337,20140719121457,21.585,103.985,0.000,VR21,20.761,105.259,160.709378141,4.7
338,20140719121457,21.585,103.985,0.000,VR16,21.054,105.626,180.113886175,4.7
339,20140719121457,21.585,103.985,0.000,VR19,20.891,105.385,164.388719899,4.7
340,20140719121457,21.585,103.985,0.000,VR22,20.696,105.182,158.578488277,4.7
341,20140719121457,21.585,103.985,0.000,VR12,21.292,105.919,203.091877036,4.7
342,20140719121457,21.585,103.985,0.000,VR07,21.560,106.289,238.636340821,4.7
343,20140719121457,21.585,103.985,0.000,VR23,20.662,105.094,153.999685908,4.7
344,20140719121457,21.585,103.985,0.000,VR10,21.407,106.074,217.362163488,4.7
345,20140819235017,21.638,104.000,0.000,VR19,20.891,105.385,165.838379989,4.1
346,20140819235017,21.638,104.000,0.000,VR10,21.407,106.074,216.390376071,4.1
347,20140819235017,21.638,104.000,0.000,TGVB,21.592,103.418,60.4742707669,4.1
348,20140819235017,21.638,104.000,0.000,VR15,21.110,105.700,185.743814136,4.1
349,20140819235017,21.638,104.000,0.000,VR02,21.863,106.673,277.616375495,4.1
350,20140819235017,21.638,104.000,0.000,VR14,21.166,105.774,191.223352057,4.1
351,20140819235017,21.638,104.000,0.000,VR22,20.696,105.182,161.07884893,4.1
352,20140819235017,21.638,104.000,0.000,PLVB,20.805,106.628,287.99029744,4.1
353,20140819235017,21.638,104.000,0.000,VR12,21.292,105.919,202.549025664,4.1
354,20140819235017,21.638,104.000,0.000,VR25,20.519,104.973,159.913665376,4.1
355,20140819235017,21.638,104.000,0.000,VR05,21.674,106.447,253.316084306,4.1
356,20140819235017,21.638,104.000,0.000,VR04,21.736,106.543,263.388606879,4.1
357,20140819235017,21.638,104.000,0.000,VR16,21.054,105.626,180.631559869,4.1
358,20140819235017,21.638,104.000,0.000,VR17,21.006,105.553,175.655272386,4.1
359,20140819235017,21.638,104.000,0.000,VR01,21.916,106.745,285.555445971,4.1
360,20140819235017,21.638,104.000,0.000,VR11,21.352,105.999,209.548716548,4.1
361,20140819235017,21.638,104.000,0.000,VR06,21.622,106.373,245.675633291,4.1
362,20140819235017,21.638,104.000,0.000,VR24,20.603,105.036,157.209197413,4.1
363,20140819235017,21.638,104.000,0.000,VR08,21.518,106.222,230.50239715,4.1
364,20140819235017,21.638,104.000,0.000,VR13,21.223,105.853,197.516777079,4.1
365,20140819235017,21.638,104.000,0.000,VR18,20.956,105.492,172.247132987,4.1
366,20140819235017,21.638,104.000,0.000,VR09,21.456,106.152,223.826085771,4.1
367,20140819235017,21.638,104.000,0.000,VR03,21.800,106.604,270.01432771,4.1
368,20140819235017,21.638,104.000,0.000,VR07,21.560,106.289,237.180936521,4.1
369,20140819235017,21.638,104.000,0.000,VR23,20.662,105.094,156.80727819,4.1
370,20140819235017,21.638,104.000,0.000,HBVB,20.842,105.328,163.614643975,4.1
371,20140827104513,23.084,101.073,0.000,TGVB,21.592,103.418,292.655505553,4.3
372,20150220223747,23.139,101.760,11.400,MLAV,22.042,103.154,187.892924178,4.5
373,20150612083911,19.176,104.896,14.000,VR24,20.603,105.036,158.651913245,4.2
374,20150612083911,19.176,104.896,14.000,VR19,20.891,105.385,196.630497787,4.2
375,20150612083911,19.176,104.896,14.000,VR23,20.662,105.094,165.806124044,4.2
376,20150612083911,19.176,104.896,14.000,VR10,21.407,106.074,275.937313977,4.2
377,20150612083911,19.176,104.896,14.000,VR16,21.054,105.626,221.475180163,4.2
378,20150612083911,19.176,104.896,14.000,VR11,21.352,105.999,267.037325391,4.2
379,20150612083911,19.176,104.896,14.000,VIVB,16.650,105.697,292.172295989,4.2
380,20150612083911,19.176,104.896,14.000,PLVB,20.805,106.628,255.681785988,4.2
381,20150612083911,19.176,104.896,14.000,VR17,21.006,105.553,213.925505691,4.2
382,20150612083911,19.176,104.896,14.000,VR25,20.519,104.973,148.891968094,4.2
383,20150612083911,19.176,104.896,14.000,VR13,21.223,105.853,247.705135509,4.2
384,20150612083911,19.176,104.896,14.000,VR18,20.956,105.492,206.681030157,4.2
385,20150612083911,19.176,104.896,14.000,VR09,21.456,106.152,284.457924727,4.2
386,20150612083911,19.176,104.896,14.000,VR15,21.110,105.700,230.013889736,4.2
387,20150612083911,19.176,104.896,14.000,VR08,21.518,106.222,293.925378852,4.2
388,20150612083911,19.176,104.896,14.000,VR14,21.166,105.774,238.657025493,4.2
389,20150612083911,19.176,104.896,14.000,VR12,21.292,105.919,257.489520352,4.2
390,20150612083911,19.176,104.896,14.000,HBVB,20.842,105.328,189.892211622,4.2
391,20150629011227,20.298,102.362,8.600,VR25,20.519,104.973,273.614791007,4.0
392,20150629011227,20.298,102.362,8.600,TGVB,21.592,103.418,180.521215869,4.0
393,20150629011227,20.298,102.362,8.600,MLAV,22.042,103.154,209.880741727,4.0
394,20150629011227,20.298,102.362,8.600,VR24,20.603,105.036,281.053845846,4.0
395,20150629011227,20.298,102.362,8.600,VR23,20.662,105.094,287.850102036,4.0
396,20150701200034,22.935,103.614,8.800,VR24,20.603,105.036,297.156736715,3.9
397,20150701200034,22.935,103.614,8.800,VR15,21.110,105.700,295.323140936,3.9
398,20150701200034,22.935,103.614,8.800,VR16,21.054,105.626,294.184748309,3.9
399,20150701200034,22.935,103.614,8.800,VR21,20.761,105.259,294.717159588,3.9
400,20150701200034,22.935,103.614,8.800,HBVB,20.842,105.328,291.684636859,3.9
401,20150701200034,22.935,103.614,8.800,VR17,21.006,105.553,292.787846673,3.9
402,20150701200034,22.935,103.614,8.800,VR23,20.662,105.094,294.554338191,3.9
403,20150701200034,22.935,103.614,8.800,VR19,20.891,105.385,291.04066471,3.9
404,20150701200034,22.935,103.614,8.800,VR14,21.166,105.774,296.779162886,3.9
405,20150701200034,22.935,103.614,8.800,VR12,21.292,105.919,299.42506145,3.9
406,20150701200034,22.935,103.614,8.800,MLAV,22.042,103.154,109.633470556,3.9
407,20150701200034,22.935,103.614,8.800,VR18,20.956,105.492,292.65982989,3.9
408,20150701200034,22.935,103.614,8.800,TGVB,21.592,103.418,150.081359641,3.9
409,20150701200034,22.935,103.614,8.800,VR13,21.223,105.853,298.875708009,3.9
410,20150703103146,23.015,103.490,8.100,TGVB,21.592,103.418,157.74963579,3.6
411,20150703103146,23.015,103.490,8.100,MLAV,22.042,103.154,113.156126124,3.6
412,20150814021459,19.737,103.290,8.100,VR25,20.519,104.973,196.117621631,3.6
413,20150814021459,19.737,103.290,8.100,VR24,20.603,105.036,206.161602667,3.6
414,20150814021459,19.737,103.290,8.100,TGVB,21.592,103.418,205.804781512,3.6
415,20150814021459,19.737,103.290,8.100,MLAV,22.042,103.154,255.591633469,3.6
416,20150814021459,19.737,103.290,8.100,VR15,21.110,105.700,293.872919677,3.6
417,20150814021459,19.737,103.290,8.100,VR16,21.054,105.626,284.09811433,3.6
418,20150814021459,19.737,103.290,8.100,VR19,20.891,105.385,253.360270932,3.6
419,20150814021459,19.737,103.290,8.100,HBVB,20.842,105.328,245.51934179,3.6
420,20150814021459,19.737,103.290,8.100,VR23,20.662,105.094,214.555549891,3.6
421,20150814021459,19.737,103.290,8.100,VR17,21.006,105.553,274.863750125,3.6
422,20150814021459,19.737,103.290,8.100,VR21,20.761,105.259,234.886880895,3.6
423,20150913094345,22.976,103.579,8.100,MLAV,22.042,103.154,112.292241339,3.8
424,20150913094345,22.976,103.579,8.100,VR17,21.006,105.553,298.552415868,3.8
425,20150913094345,22.976,103.579,8.100,VR16,21.054,105.626,299.930499241,3.8
426,20150913094345,22.976,103.579,8.100,TGVB,21.592,103.418,154.151541845,3.8
427,20150913094345,22.976,103.579,8.100,HBVB,20.842,105.328,297.47225338,3.8
428,20150913094345,22.976,103.579,8.100,VR19,20.891,105.385,296.82778937,3.8
429,20150914204354,23.032,103.523,14.100,MLAV,22.042,103.154,116.015469036,3.5
430,20150914204354,23.032,103.523,14.100,TGVB,21.592,103.418,159.824303465,3.5
431,20150921150355,21.629,103.659,8.100,MLAV,22.042,103.154,69.403743804,3.7
432,20150921150355,21.629,103.659,8.100,VR16,21.054,105.626,213.740237285,3.7
433,20150921150355,21.629,103.659,8.100,VR25,20.519,104.973,183.707741756,3.7
434,20150921150355,21.629,103.659,8.100,VR17,21.006,105.553,208.253621494,3.7
435,20150921150355,21.629,103.659,8.100,HBVB,20.842,105.328,193.928936463,3.7
436,20150921150355,21.629,103.659,8.100,VR19,20.891,105.385,196.893587209,3.7
437,20150921150355,21.629,103.659,8.100,VR14,21.166,105.774,225.219396718,3.7
438,20150921150355,21.629,103.659,8.100,VR04,21.736,106.543,298.697085321,3.7
439,20150921150355,21.629,103.659,8.100,VR21,20.761,105.259,191.927435072,3.7
440,20150921150355,21.629,103.659,8.100,TGVB,21.592,103.418,25.2876278851,3.7
441,20150921150355,21.629,103.659,8.100,VR08,21.518,106.222,265.726282531,3.7
442,20150921150355,21.629,103.659,8.100,VR13,21.223,105.853,231.854650281,3.7
443,20150921150355,21.629,103.659,8.100,VR23,20.662,105.094,183.517526254,3.7
444,20150921150355,21.629,103.659,8.100,VR09,21.456,106.152,258.956615562,3.7
445,20150921150355,21.629,103.659,8.100,VR06,21.622,106.373,280.980835406,3.7
446,20150921150355,21.629,103.659,8.100,VR05,21.674,106.447,288.632101882,3.7
447,20150921150355,21.629,103.659,8.100,VR15,21.110,105.700,219.335905369,3.7
448,20150921150355,21.629,103.659,8.100,VR12,21.292,105.919,237.195642733,3.7
449,20150921150355,21.629,103.659,8.100,VR10,21.407,106.074,251.413792539,3.7
450,20151102184331,22.927,102.063,8.200,TGVB,21.592,103.418,203.367274369,4.0
451,20151102184331,22.927,102.063,8.200,MLAV,22.042,103.154,149.027035749,4.0
452,20151205215226,22.387,106.535,19.800,VR18,20.956,105.492,191.723767195,3.6
453,20151205215226,22.387,106.535,19.800,VR21,20.761,105.259,223.329819605,3.6
454,20151205215226,22.387,106.535,19.800,VR15,21.110,105.700,165.691461403,3.6
455,20151205215226,22.387,106.535,19.800,VR14,21.166,105.774,156.437310727,3.6
456,20151205215226,22.387,106.535,19.800,VR11,21.352,105.999,127.291040035,3.6
457,20151205215226,22.387,106.535,19.800,VR06,21.622,106.373,86.3445660583,3.6
458,20151205215226,22.387,106.535,19.800,VR13,21.223,105.853,146.917548818,3.6
459,20151205215226,22.387,106.535,19.800,VR03,21.800,106.604,65.3882532259,3.6
460,20151205215226,22.387,106.535,19.800,VR25,20.519,104.973,262.65773585,3.6
461,20151205215226,22.387,106.535,19.800,VR19,20.891,105.385,203.98516861,3.6
462,20151205215226,22.387,106.535,19.800,VR24,20.603,105.036,251.283592898,3.6
463,20151205215226,22.387,106.535,19.800,VR04,21.736,106.543,72.090683374,3.6
464,20151205215226,22.387,106.535,19.800,VR05,21.674,106.447,79.4719827425,3.6
465,20151205215226,22.387,106.535,19.800,VR22,20.696,105.182,233.878067125,3.6
466,20151205215226,22.387,106.535,19.800,HBVB,20.842,105.328,211.85247014,3.6
467,20151205215226,22.387,106.535,19.800,VR09,21.456,106.152,110.422584793,3.6
468,20151205215226,22.387,106.535,19.800,VR17,21.006,105.553,183.596757229,3.6
469,20151205215226,22.387,106.535,19.800,VR10,21.407,106.074,118.510206025,3.6
470,20151205215226,22.387,106.535,19.800,VR01,21.916,106.745,56.4745258511,3.6
471,20151205215226,22.387,106.535,19.800,VR16,21.054,105.626,175.013577479,3.6
472,20151205215226,22.387,106.535,19.800,VR12,21.292,105.919,136.952431314,3.6
473,20160121134815,21.152,102.727,11.300,VR19,20.891,105.385,277.817162279,4.0
474,20160121134815,21.152,102.727,11.300,VR18,20.956,105.492,288.189026526,4.0
475,20160121134815,21.152,102.727,11.300,VR25,20.519,104.973,244.047995565,4.0
476,20160121134815,21.152,102.727,11.300,VR24,20.603,105.036,247.829019855,4.0
477,20160121134815,21.152,102.727,11.300,VR21,20.761,105.259,266.860453242,4.0
478,20160121134815,21.152,102.727,11.300,VR17,21.006,105.553,294.106072585,4.0
479,20160121134815,21.152,102.727,11.300,TGVB,21.592,103.418,86.6550418312,4.0
480,20160121134815,21.152,102.727,11.300,MLAV,22.042,103.154,108.010097185,4.0
481,20160121134815,21.152,102.727,11.300,HBVB,20.842,105.328,272.598313589,4.0
482,20160305112022,21.790,101.344,23.700,TGVB,21.592,103.418,215.741641771,4.8
483,20160305112022,21.790,101.344,23.700,MLAV,22.042,103.154,189.083319554,4.8
484,20160307012439,22.630,101.994,8.100,MLAV,22.042,103.154,136.086528707,4.6
485,20160307012439,22.630,101.994,8.100,TGVB,21.592,103.418,186.544024194,4.6
486,20160504075147,23.426,103.285,0.100,TGVB,21.592,103.418,203.55259874,4.8
487,20160504075736,23.450,102.999,10.000,TGVB,21.592,103.418,210.216783675,4.3
488,20160504092354,23.496,103.100,0.000,TGVB,21.592,103.418,213.366635566,4.7
489,20160504221744,23.358,103.243,6.200,TGVB,21.592,103.418,196.388652376,3.8
490,20160516130625,22.086,102.175,10.000,TGVB,21.592,103.418,139.656244793,3.8
491,20160807095955,22.335,102.250,0.100,TGVB,21.592,103.418,146.022619983,3.5
492,20160922133414,23.290,101.510,15.500,MLAV,22.042,103.154,218.277580012,4.2
493,20161014152857,22.531,101.566,18.500,TGVB,21.592,103.418,217.603279886,3.9
494,20161014152857,22.531,101.566,18.500,MLAV,22.042,103.154,172.373367496,3.9
495,20161014222417,22.596,101.539,33.000,TGVB,21.592,103.418,223.507554172,3.9
496,20161014222417,22.596,101.539,33.000,MLAV,22.042,103.154,177.339879014,3.9
497,20161027101247,20.339,104.516,17.100,VR24,20.603,105.036,61.6246987326,3.9
498,20161027101247,20.339,104.516,17.100,VR17,21.006,105.553,130.87353963,3.9
499,20161027101247,20.339,104.516,17.100,PLVB,20.805,106.628,226.165934175,3.9
500,20161027101247,20.339,104.516,17.100,VR18,20.956,105.492,122.520392564,3.9
501,20161027101247,20.339,104.516,17.100,VR09,21.456,106.152,210.391304826,3.9
502,20161027101247,20.339,104.516,17.100,VR23,20.662,105.094,70.0993388585,3.9
503,20161027101247,20.339,104.516,17.100,VR11,21.352,105.999,190.788610143,3.9
504,20161027101247,20.339,104.516,17.100,VR07,21.560,106.289,228.64079173,3.9
505,20161027101247,20.339,104.516,17.100,HBVB,20.842,105.328,101.326449607,3.9
506,20161027101247,20.339,104.516,17.100,VR04,21.736,106.543,261.366241306,3.9
507,20161027101247,20.339,104.516,17.100,VR15,21.110,105.700,149.983701131,3.9
508,20161027101247,20.339,104.516,17.100,VR03,21.800,106.604,270.640116509,3.9
509,20161027101247,20.339,104.516,17.100,MLAV,22.042,103.154,235.695900513,3.9
510,20161027101247,20.339,104.516,17.100,VR02,21.863,106.673,280.522742963,3.9
511,20161027101247,20.339,104.516,17.100,VR05,21.674,106.447,249.294498337,3.9
512,20161027101247,20.339,104.516,17.100,VR08,21.518,106.222,220.292078247,3.9
513,20161027101247,20.339,104.516,17.100,VR13,21.223,105.853,170.169379977,3.9
514,20161027101247,20.339,104.516,17.100,VR22,20.696,105.182,79.9211964196,3.9
515,20161027101247,20.339,104.516,17.100,VR14,21.166,105.774,159.831741634,3.9
516,20161027101247,20.339,104.516,17.100,VR19,20.891,105.385,109.26765536,3.9
517,20161027101247,20.339,104.516,17.100,VR01,21.916,106.745,289.995214806,3.9
518,20161027101247,20.339,104.516,17.100,VR21,20.761,105.259,90.4751036327,3.9
519,20161027101247,20.339,104.516,17.100,VR25,20.519,104.973,51.6886490696,3.9
520,20161027101247,20.339,104.516,17.100,VR16,21.054,105.626,140.136806665,3.9
521,20161027101247,20.339,104.516,17.100,VR10,21.407,106.074,200.659085186,3.9
522,20161027101247,20.339,104.516,17.100,VR06,21.622,106.373,239.713005691,3.9
523,20161130141220,22.994,101.900,8.800,TGVB,21.592,103.418,220.386130425,3.7
524,20161130141220,22.994,101.900,8.800,MLAV,22.042,103.154,166.607419733,3.7
525,20161208164344,22.567,101.978,15.200,MLAV,22.042,103.154,134.398573129,3.9
526,20161208164344,22.567,101.978,15.200,TGVB,21.592,103.418,183.688132062,3.9
527,20170421144135,20.734,105.098,17.100,VR19,20.891,105.385,34.5651770282,3.7
528,20170421144135,20.734,105.098,17.100,HBVB,20.842,105.328,26.766059355,3.7
529,20170421144135,20.734,105.098,17.100,VR15,21.110,105.700,75.196825366,3.7
530,20170421144135,20.734,105.098,17.100,VR14,21.166,105.774,85.0337835552,3.7
531,20170421144135,20.734,105.098,17.100,VR10,21.407,106.074,125.855179726,3.7
532,20170421144135,20.734,105.098,17.100,MLAV,22.042,103.154,248.214021982,3.7
533,20170421144135,20.734,105.098,17.100,TGVB,21.592,103.418,198.661972465,3.7
534,20170421144135,20.734,105.098,17.100,VR04,21.736,106.543,186.567107125,3.7
535,20170421144135,20.734,105.098,17.100,VR06,21.622,106.373,164.914901419,3.7
536,20170421144135,20.734,105.098,17.100,VR17,21.006,105.553,56.1128657983,3.7
537,20170421144135,20.734,105.098,17.100,VR07,21.560,106.289,153.840177331,3.7
538,20170421144135,20.734,105.098,17.100,VR13,21.223,105.853,95.3665205868,3.7
539,20170421144135,20.734,105.098,17.100,VR21,20.761,105.259,17.0316038263,3.7
540,20170421144135,20.734,105.098,17.100,VR18,20.956,105.492,47.8083854361,3.7
541,20170421144135,20.734,105.098,17.100,VR03,21.800,106.604,195.854247902,3.7
542,20170421144135,20.734,105.098,17.100,VR09,21.456,106.152,135.58580215,3.7
543,20170421144135,20.734,105.098,17.100,VR02,21.863,106.673,205.748482781,3.7
544,20170421144135,20.734,105.098,17.100,VR11,21.352,105.999,115.982919004,3.7
545,20170421144135,20.734,105.098,17.100,VR23,20.662,105.094,7.98222974209,3.7
546,20170421144135,20.734,105.098,17.100,VR25,20.519,104.973,27.1353373772,3.7
547,20170421144135,20.734,105.098,17.100,VR24,20.603,105.036,15.8771239262,3.7
548,20170421144135,20.734,105.098,17.100,VR05,21.674,106.447,174.497170902,3.7
549,20170421144135,20.734,105.098,17.100,VR01,21.916,106.745,215.223123908,3.7
550,20170612153128,23.122,101.789,8.900,MLAV,22.042,103.154,184.408116981,3.8
551,20170612153128,23.122,101.789,8.900,TGVB,21.592,103.418,238.443658574,3.8
552,20170815051606,23.113,106.158,18.800,VR17,21.006,105.553,241.521951355,4.2
553,20170815051606,23.113,106.158,18.800,VR02,21.863,106.673,148.218904929,4.2
554,20170815051606,23.113,106.158,18.800,VR18,20.956,105.492,248.544056799,4.2
555,20170815051606,23.113,106.158,18.800,VR10,21.407,106.074,189.110241057,4.2
556,20170815051606,23.113,106.158,18.800,VR16,21.054,105.626,234.512508138,4.2
557,20170815051606,23.113,106.158,18.800,VR05,21.674,106.447,162.103526045,4.2
558,20170815051606,23.113,106.158,18.800,VR04,21.736,106.543,157.550573001,4.2
559,20170815051606,23.113,106.158,18.800,VR21,20.761,105.259,276.496890599,4.2
560,20170815051606,23.113,106.158,18.800,VR03,21.800,106.604,152.471399378,4.2
561,20170815051606,23.113,106.158,18.800,VR06,21.622,106.373,166.58453616,4.2
562,20170815051606,23.113,106.158,18.800,VR14,21.166,105.774,219.204277492,4.2
563,20170815051606,23.113,106.158,18.800,VR09,21.456,106.152,183.487590084,4.2
564,20171003111750,22.946,106.116,20.600,VR22,20.696,105.182,267.195012859,4.1
565,20171003111750,22.946,106.116,20.600,VR16,21.054,105.626,215.524629342,4.1
566,20171003111750,22.946,106.116,20.600,VR02,21.863,106.673,132.934600917,4.1
567,20171003111750,22.946,106.116,20.600,VR21,20.761,105.259,257.64668532,4.1
568,20171003111750,22.946,106.116,20.600,VR06,21.622,106.373,148.984918711,4.1
569,20171003111750,22.946,106.116,20.600,VR09,21.456,106.152,165.03398135,4.1
570,20171003111750,22.946,106.116,20.600,HBVB,20.842,105.328,246.792646606,4.1
571,20171003111750,22.946,106.116,20.600,VR25,20.519,104.973,293.5941893,4.1
572,20171003111750,22.946,106.116,20.600,VR19,20.891,105.385,239.753819477,4.1
573,20171003111750,22.946,106.116,20.600,VR12,21.292,105.919,184.274902805,4.1
574,20171003111750,22.946,106.116,20.600,VR11,21.352,105.999,176.919450354,4.1
575,20171003111750,22.946,106.116,20.600,VR10,21.407,106.074,170.472677351,4.1
576,20171003111750,22.946,106.116,20.600,VR04,21.736,106.543,141.024282531,4.1
577,20171003111750,22.946,106.116,20.600,VR14,21.166,105.774,200.23737537,4.1
578,20171003111750,22.946,106.116,20.600,VR23,20.662,105.094,274.089746776,4.1
579,20171003111750,22.946,106.116,20.600,VR24,20.603,105.036,282.453635536,4.1
580,20171003111750,22.946,106.116,20.600,VR17,21.006,105.553,222.545586418,4.1
581,20171003111750,22.946,106.116,20.600,VR01,21.916,106.745,131.157003553,4.1
582,20171003111750,22.946,106.116,20.600,VR07,21.560,106.289,154.509395953,4.1
583,20171003111750,22.946,106.116,20.600,VR03,21.800,106.604,136.492306034,4.1
584,20171008171034,23.152,106.265,0.000,VR14,21.166,105.774,225.670178318,3.5
585,20171008171034,23.152,106.265,0.000,HBVB,20.842,105.328,273.472777988,3.5
586,20171008171034,23.152,106.265,0.000,VR07,21.560,106.289,176.307702768,3.5
587,20171008171034,23.152,106.265,0.000,VR12,21.292,105.919,209.030058431,3.5
588,20171008171034,23.152,106.265,0.000,VR03,21.800,106.604,153.727022795,3.5
589,20171008171034,23.152,106.265,0.000,VR06,21.622,106.373,169.790051454,3.5
590,20171008171034,23.152,106.265,0.000,VR10,21.407,106.074,194.230945935,3.5
591,20171008171034,23.152,106.265,0.000,VR19,20.891,105.385,266.335364345,3.5
592,20171008171034,23.152,106.265,0.000,VR21,20.761,105.259,284.413102537,3.5
593,20171008171034,23.152,106.265,0.000,VR09,21.456,106.152,188.166191493,3.5
594,20171008171034,23.152,106.265,0.000,VR11,21.352,105.999,201.197589249,3.5
595,20171008171034,23.152,106.265,0.000,VR04,21.736,106.543,159.392374275,3.5
596,20171008171034,23.152,106.265,0.000,VR17,21.006,105.553,248.729747377,3.5
597,20171008171034,23.152,106.265,0.000,VR16,21.054,105.626,241.48972515,3.5
598,20171008171034,23.152,106.265,0.000,VR02,21.863,106.673,148.784886888,3.5
599,20171008171034,23.152,106.265,0.000,VR22,20.696,105.182,294.065544234,3.5
600,20171008171034,23.152,106.265,0.000,VR01,21.916,106.745,145.505674831,3.5
601,20171023044059,20.925,101.928,5.000,TGVB,21.592,103.418,171.374471943,3.9
602,20171023044059,20.925,101.928,5.000,MLAV,22.042,103.154,177.307117414,3.9
603,20180107201419,21.300,103.281,30.800,VR14,21.166,105.774,259.215997697,4.5
604,20180107201419,21.300,103.281,30.800,VR21,20.761,105.259,214.094528925,4.5
605,20180107201419,21.300,103.281,30.800,VR15,21.110,105.700,252.036253722,4.5
606,20180107201419,21.300,103.281,30.800,VR09,21.456,106.152,298.237347566,4.5
607,20180107201419,21.300,103.281,30.800,HBVB,20.842,105.328,218.684755759,4.5
608,20180107201419,21.300,103.281,30.800,VR24,20.603,105.036,198.167263801,4.5
609,20180107201419,21.300,103.281,30.800,VR23,20.662,105.094,201.318986918,4.5
610,20180107201419,21.300,103.281,30.800,VR25,20.519,104.973,196.112941451,4.5
611,20180107201419,21.300,103.281,30.800,VR12,21.292,105.919,273.727777004,4.5
612,20180107201419,21.300,103.281,30.800,VR11,21.352,105.999,282.028653856,4.5
613,20180107201419,21.300,103.281,30.800,VR17,21.006,105.553,238.211341431,4.5
614,20180107201419,21.300,103.281,30.800,VR10,21.407,106.074,289.938382703,4.5
615,20180107201419,21.300,103.281,30.800,VR16,21.054,105.626,245.037962849,4.5
616,20180107201419,21.300,103.281,30.800,VR19,20.891,105.385,223.252845386,4.5
617,20180107201419,21.300,103.281,30.800,VR22,20.696,105.182,208.654485304,4.5
618,20180107201419,21.300,103.281,30.800,VR18,20.956,105.492,232.816192793,4.5
619,20180107201419,21.300,103.281,30.800,VR13,21.223,105.853,267.076466516,4.5
620,20180108232123,21.398,103.273,0.200,VR16,21.054,105.626,247.220993693,4.7
621,20180108232123,21.398,103.273,0.200,VR15,21.110,105.700,253.914164154,4.7
622,20180108232123,21.398,103.273,0.200,VR11,21.352,105.999,282.751679804,4.7
623,20180108232123,21.398,103.273,0.200,VR19,20.891,105.385,226.439018226,4.7
624,20180108232123,21.398,103.273,0.200,VR13,21.223,105.853,268.382174765,4.7
625,20180108232123,21.398,103.273,0.200,VR23,20.662,105.094,206.084337102,4.7
626,20180108232123,21.398,103.273,0.200,VR22,20.696,105.182,213.094418917,4.7
627,20180108232123,21.398,103.273,0.200,HBVB,20.842,105.328,222.183539004,4.7
628,20180108232123,21.398,103.273,0.200,VR12,21.292,105.919,274.71608017,4.7
629,20180108232123,21.398,103.273,0.200,VR10,21.407,106.074,290.431066315,4.7
630,20180108232123,21.398,103.273,0.200,VR17,21.006,105.553,240.675196448,4.7
631,20180108232123,21.398,103.273,0.200,VR21,20.761,105.259,218.091387246,4.7
632,20180108232123,21.398,103.273,0.200,VR25,20.519,104.973,201.810994239,4.7
633,20180108232123,21.398,103.273,0.200,VR14,21.166,105.774,260.803536654,4.7
634,20180108232123,21.398,103.273,0.200,VR24,20.603,105.036,203.334730944,4.7
635,20180108232123,21.398,103.273,0.200,VR18,20.956,105.492,235.573755666,4.7
636,20180108232123,21.398,103.273,0.200,VR09,21.456,106.152,298.536061924,4.7
637,20180114063644,18.203,104.898,0.600,VR25,20.519,104.973,256.494224879,4.8
638,20180114063644,18.203,104.898,0.600,VR24,20.603,105.036,266.067983772,4.8
639,20180114063644,18.203,104.898,0.600,VR21,20.761,105.259,285.690041887,4.8
640,20180114063644,18.203,104.898,0.600,VR23,20.662,105.094,272.981915853,4.8
641,20180114063644,18.203,104.898,0.600,VIVB,16.650,105.697,191.694789284,4.8
642,20180114063644,18.203,104.898,0.600,VR22,20.696,105.182,277.575471854,4.8
643,20180114063644,18.203,104.898,0.600,HBVB,20.842,105.328,295.598357203,4.8
644,20180209124938,21.269,103.254,22.400,VR21,20.761,105.259,215.892579428,4.1
645,20180209124938,21.269,103.254,22.400,VR12,21.292,105.919,276.568581204,4.1
646,20180209124938,21.269,103.254,22.400,VR10,21.407,106.074,292.926148202,4.1
